asset_id,asset_type,name,lat,lon,surface_type,traffic_estimate,last_repair_date,pothole_reports_30d,pothole_reports_180d,condition_index,report_text,repair_history,images
RD-00529,road,Segment C-529,41.795039,-87.805893,composite,48955,2025-09-19,5,14,54,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied this week.,mill and fill 2025-10-17; mill and fill 2024-04-29,
RD-00530,road,Segment A-530,41.65482,-87.752002,concrete,69034,2025-11-05,6,13,85,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied this week.,mill and fill 2025-10-31; drain rehab 2024-01-29,https://example.com/images/rd-00530_pothole.jpg
RD-00531,road,Segment D-531,41.665694,-87.586515,concrete,1573,2025-12-03,3,14,39,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,seal coat 2025-01-07,
RD-00532,road,Segment D-532,41.929701,-87.520452,composite,51311,2025-12-21,2,14,38,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near wheel path. Temporary patch applied last month.,,
RD-00533,road,Segment D-533,41.719655,-87.809129,concrete,50545,2025-01-14,6,13,61,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,seal coat 2023-12-07,
RD-00534,road,Segment C-534,41.989705,-87.670857,composite,64821,2025-04-09,4,10,73,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied last month.,,
RD-00535,road,Segment B-535,41.929633,-87.789111,asphalt,81509,2025-01-08,4,7,98,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,mill and fill 2026-02-14; seal coat 2024-04-29; seal coat 2024-02-06,https://example.com/images/rd-00535_washout.jpg
RD-00536,road,Segment B-536,41.871004,-87.542602,asphalt,2921,2023-12-13,5,5,83,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near drain inlet area. Temporary patch applied last month.,,
RD-00537,road,Segment B-537,41.720706,-87.537983,asphalt,53785,2024-05-19,4,7,91,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied this week.,seal coat 2023-08-20; drain rehab 2025-03-02,https://example.com/images/rd-00537_washout.jpg
RD-00538,road,Segment A-538,42.031797,-87.800172,asphalt,87135,2024-06-06,4,11,78,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00538_spalling.jpg
RD-00539,road,Segment D-539,41.893295,-87.758628,asphalt,46757,2023-12-11,4,15,74,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near shoulder edge. Temporary patch applied last month.,,
RD-00540,road,Segment B-540,41.9403,-87.52061,asphalt,65903,2024-12-05,6,15,78,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied last month.,full-depth patch 2025-02-27; drain rehab 2025-08-23,https://example.com/images/rd-00540_fatigue.jpg
RD-00541,road,Segment C-541,41.797935,-87.744849,asphalt,55376,2024-01-30,6,10,79,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,,
RD-00542,road,Segment D-542,42.015945,-87.522064,concrete,33823,2024-11-10,7,16,53,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied last month.,mill and fill 2023-07-29; drain rehab 2024-07-18; drain rehab 2025-06-05,
RD-00543,road,Segment B-543,41.819018,-87.816726,asphalt,24619,2025-04-26,5,10,76,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied this week.,full-depth patch 2025-08-11; full-depth patch 2024-08-14,
RD-00544,road,Segment D-544,41.657644,-87.529653,composite,88441,2025-07-17,6,22,31,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,mill and fill 2024-04-07; drain rehab 2025-05-18,https://example.com/images/rd-00544_washout.jpg
RD-00545,road,Segment C-545,41.846325,-87.595679,composite,27798,2024-10-11,5,11,64,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied this week.",mill and fill 2026-02-13; mill and fill 2024-11-13,https://example.com/images/rd-00545_spalling.jpg
RD-00546,road,Segment B-546,41.719759,-87.945597,asphalt,88853,2025-12-18,6,20,39,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,drain rehab 2023-10-13; full-depth patch 2025-09-04; full-depth patch 2023-09-07,
RD-00547,road,Segment B-547,41.705259,-87.799029,concrete,7745,2025-07-16,4,8,62,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,drain rehab 2024-09-11,https://example.com/images/rd-00547_fatigue.jpg
RD-00548,road,Segment C-548,41.936627,-87.857377,concrete,71663,2025-09-28,5,20,48,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near drain inlet area. Temporary patch applied last month.,,
RD-00549,road,Segment C-549,41.647263,-87.852137,concrete,13856,2024-12-05,5,11,71,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied last month.,mill and fill 2024-10-10; drain rehab 2024-07-05; seal coat 2025-05-28,https://example.com/images/rd-00549_drainage.jpg
RD-00550,road,Segment B-550,42.041364,-87.634275,asphalt,26613,2025-08-20,4,6,99,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,,
RD-00551,road,Segment D-551,41.933287,-87.925715,composite,46759,2025-03-17,5,8,84,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied this week.,drain rehab 2023-07-29; drain rehab 2025-04-25; seal coat 2023-08-14,
RD-00552,road,Segment C-552,41.64868,-87.633327,asphalt,65114,2024-12-14,2,8,89,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied this week.,full-depth patch 2023-10-07; mill and fill 2024-11-05,https://example.com/images/rd-00552_corrosion.jpg
RD-00553,road,Segment A-553,41.672066,-87.614123,concrete,44774,2026-02-09,6,15,55,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied this week.,seal coat 2025-12-03; drain rehab 2024-12-25; mill and fill 2024-08-06,https://example.com/images/rd-00553_pothole.jpg
RD-00554,road,Segment B-554,41.862688,-87.647387,concrete,3891,2024-06-09,4,9,62,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied this week.,full-depth patch 2023-08-01; drain rehab 2024-03-03; drain rehab 2024-01-09,
RD-00555,road,Segment B-555,41.894515,-87.525178,asphalt,60310,2025-10-26,5,14,84,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied last month.,mill and fill 2025-03-13; mill and fill 2024-09-29; seal coat 2024-03-12,
RD-00556,road,Segment C-556,41.990869,-87.565098,concrete,26616,2025-07-22,6,15,47,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.",mill and fill 2025-05-05; seal coat 2024-11-07; drain rehab 2025-04-27,
RD-00557,road,Segment B-557,41.861301,-87.588601,asphalt,2574,2024-02-05,2,11,63,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied last month.,mill and fill 2024-10-08; full-depth patch 2025-01-12; mill and fill 2024-11-30,https://example.com/images/rd-00557_joint.jpg
RD-00558,road,Segment C-558,41.662007,-87.785713,concrete,32160,2025-08-19,4,8,90,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,seal coat 2024-05-29,
RD-00559,road,Segment B-559,41.644891,-87.716413,asphalt,42976,2025-06-30,4,12,70,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied last month.,mill and fill 2024-07-09; seal coat 2025-04-05,
RD-00560,road,Segment C-560,42.045296,-87.578688,composite,76407,2024-07-26,4,9,83,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied this week.,,https://example.com/images/rd-00560_corrosion.jpg
RD-00561,road,Segment A-561,41.769327,-87.926386,asphalt,78326,2025-09-23,6,14,55,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied last month.,seal coat 2024-09-15,
RD-00562,road,Segment D-562,41.844519,-87.573065,asphalt,60481,2026-01-25,6,19,38,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near shoulder edge. Temporary patch applied this week.,drain rehab 2025-08-05,
RD-00563,road,Segment D-563,41.844958,-87.670268,composite,82414,2024-01-26,6,22,44,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied this week.",seal coat 2025-10-11; drain rehab 2024-11-26; mill and fill 2024-02-16,
RD-00564,road,Segment A-564,41.845472,-87.809127,composite,92790,2025-07-09,4,15,52,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied last month.,,
RD-00565,road,Segment C-565,41.648403,-87.706389,composite,23203,2024-10-14,6,11,75,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,mill and fill 2024-07-17; drain rehab 2026-02-02; drain rehab 2024-08-03,https://example.com/images/rd-00565_joint.jpg
RD-00566,road,Segment B-566,41.674096,-87.562969,asphalt,15239,2024-12-23,3,13,49,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied last month.,drain rehab 2024-10-11; full-depth patch 2025-12-18; drain rehab 2024-05-20,
RD-00567,road,Segment B-567,41.809936,-87.653213,concrete,90902,2024-04-27,6,15,54,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,drain rehab 2023-12-07; drain rehab 2024-09-28; drain rehab 2025-04-27,https://example.com/images/rd-00567_drainage.jpg
RD-00568,road,Segment B-568,41.955379,-87.648319,concrete,80899,2023-12-23,4,12,68,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2025-11-04,
RD-00569,road,Segment D-569,41.972226,-87.783911,composite,92659,2025-04-29,6,12,80,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied last month.,drain rehab 2024-12-25; full-depth patch 2023-11-02; full-depth patch 2025-06-29,https://example.com/images/rd-00569_joint.jpg
RD-00570,road,Segment C-570,41.973566,-87.688657,concrete,48480,2024-06-05,5,16,49,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,seal coat 2025-04-14,
RD-00571,road,Segment C-571,41.971381,-87.646428,composite,16840,2026-01-23,3,8,75,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied last month.,drain rehab 2026-02-14,
RD-00572,road,Segment A-572,41.779726,-87.521739,concrete,23072,2024-03-27,4,7,74,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,full-depth patch 2025-06-19; mill and fill 2024-09-19,
RD-00573,road,Segment C-573,41.813975,-87.683439,composite,6842,2025-12-01,5,10,62,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.",,
RD-00574,road,Segment D-574,41.763687,-87.830848,concrete,51090,2025-06-24,4,18,33,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,full-depth patch 2025-08-27; drain rehab 2026-01-09,
RD-00575,road,Segment D-575,41.852925,-87.543238,asphalt,28646,2024-12-01,4,12,35,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied this week.,,https://example.com/images/rd-00575_pothole.jpg
RD-00576,road,Segment D-576,41.942683,-87.767785,concrete,80105,2025-05-21,5,14,46,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near travel lane. Temporary patch applied last month.,full-depth patch 2024-10-22; mill and fill 2023-11-20; drain rehab 2023-12-01,https://example.com/images/rd-00576_pothole.jpg
RD-00577,road,Segment D-577,41.864843,-87.891701,composite,42863,2024-08-17,3,9,85,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,drain rehab 2025-02-17; mill and fill 2024-07-30; seal coat 2023-06-12,https://example.com/images/rd-00577_corrosion.jpg
RD-00578,road,Segment B-578,41.711349,-87.55775,concrete,77862,2024-11-01,6,14,72,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,mill and fill 2023-07-16; drain rehab 2023-08-10,https://example.com/images/rd-00578_joint.jpg
RD-00579,road,Segment C-579,41.699401,-87.666653,concrete,35235,2024-07-23,5,13,36,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,drain rehab 2025-06-17; full-depth patch 2023-10-22; mill and fill 2025-01-15,
RD-00580,road,Segment B-580,41.847751,-87.731335,composite,10985,2024-05-06,5,8,81,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied last month.,full-depth patch 2026-01-13,
RD-00581,road,Segment B-581,41.79149,-87.823907,concrete,44498,2024-02-10,2,9,77,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied last month.",seal coat 2024-05-20; full-depth patch 2023-11-20,https://example.com/images/rd-00581_drainage.jpg
RD-00582,road,Segment C-582,42.011882,-87.543601,composite,2414,2024-07-25,2,8,70,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near drain inlet area. Temporary patch applied last month.,,
RD-00583,road,Segment C-583,41.905604,-87.867061,concrete,72045,2024-06-20,3,12,92,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near shoulder edge. Temporary patch applied this week.,mill and fill 2024-08-12,
RD-00584,road,Segment D-584,41.818984,-87.596386,composite,94501,2024-01-07,4,21,51,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,full-depth patch 2025-02-05; drain rehab 2025-12-12; mill and fill 2026-02-06,
RD-00585,road,Segment D-585,41.804843,-87.623941,composite,53863,2025-07-21,4,13,89,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near travel lane. Temporary patch applied last month.",drain rehab 2023-11-05; seal coat 2023-10-11; mill and fill 2025-07-09,
RD-00586,road,Segment A-586,41.800521,-87.81608,composite,2056,2025-05-03,3,6,64,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near wheel path. Temporary patch applied this week.,full-depth patch 2024-02-18,https://example.com/images/rd-00586_washout.jpg
RD-00587,road,Segment C-587,41.826248,-87.593705,asphalt,55107,2024-07-07,2,8,94,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied last month.,mill and fill 2025-10-08; full-depth patch 2023-09-03; drain rehab 2026-01-04,https://example.com/images/rd-00587_spalling.jpg
RD-00588,road,Segment A-588,41.668865,-87.531757,composite,24415,2026-02-04,5,11,61,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied this week.",,https://example.com/images/rd-00588_washout.jpg
RD-00589,road,Segment C-589,41.730539,-87.78406,concrete,49166,2024-03-21,5,15,37,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied this week.,drain rehab 2025-05-11; mill and fill 2025-03-01,https://example.com/images/rd-00589_joint.jpg
RD-00590,road,Segment A-590,41.712779,-87.590299,concrete,1077,2025-03-24,5,8,91,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied this week.,full-depth patch 2024-08-03,https://example.com/images/rd-00590_spalling.jpg
RD-00591,road,Segment C-591,42.025941,-87.820539,composite,73822,2024-06-29,4,11,64,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.",full-depth patch 2024-09-29; seal coat 2024-07-20; drain rehab 2025-08-19,https://example.com/images/rd-00591_crack.jpg
RD-00592,road,Segment D-592,41.751515,-87.923737,concrete,19573,2025-06-02,4,9,67,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near drain inlet area. Temporary patch applied last month.,mill and fill 2025-09-15,https://example.com/images/rd-00592_spalling.jpg
RD-00593,road,Segment B-593,41.644181,-87.78398,composite,3765,2024-11-29,4,11,63,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00593_spalling.jpg
RD-00594,road,Segment C-594,41.648491,-87.579187,asphalt,79531,2024-11-04,2,9,83,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,mill and fill 2024-04-27; full-depth patch 2024-11-24; drain rehab 2023-06-21,
RD-00595,road,Segment B-595,41.908958,-87.607813,asphalt,41049,2024-10-25,4,8,77,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied last month.,,
RD-00596,road,Segment D-596,41.989515,-87.528545,concrete,73655,2024-10-09,6,20,25,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied last month.,,
RD-00597,road,Segment D-597,42.009904,-87.740664,asphalt,81101,2024-11-26,5,14,71,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,full-depth patch 2024-05-16; full-depth patch 2024-11-22; seal coat 2025-10-21,
RD-00598,road,Segment A-598,42.047874,-87.931822,concrete,49819,2025-12-26,5,12,68,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied last month.,,https://example.com/images/rd-00598_joint.jpg
RD-00599,road,Segment C-599,41.693228,-87.860708,composite,35842,2024-05-28,4,9,67,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00599_washout.jpg
RD-00600,road,Segment A-600,41.663375,-87.768707,asphalt,19402,2024-12-11,3,13,54,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied this week.,seal coat 2025-02-08; drain rehab 2023-12-04; full-depth patch 2024-05-19,https://example.com/images/rd-00600_spalling.jpg
RD-00601,road,Segment B-601,42.011512,-87.946602,composite,64602,2024-01-19,3,8,77,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied this week.,full-depth patch 2026-01-12; seal coat 2023-07-03; seal coat 2025-08-31,https://example.com/images/rd-00601_drainage.jpg
RD-00602,road,Segment B-602,41.961154,-87.859218,asphalt,30197,2024-07-30,2,12,66,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,seal coat 2023-12-25; mill and fill 2025-06-19,
RD-00603,road,Segment B-603,41.982695,-87.835918,asphalt,83318,2024-10-15,6,16,68,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,drain rehab 2023-09-30; full-depth patch 2025-02-07,https://example.com/images/rd-00603_fatigue.jpg
RD-00604,road,Segment C-604,41.752821,-87.893757,concrete,10078,2025-02-08,2,6,69,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near wheel path. Temporary patch applied this week.,mill and fill 2024-05-31,
RD-00605,road,Segment C-605,41.934281,-87.746484,composite,94631,2026-01-29,4,17,46,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied last month.,full-depth patch 2025-06-06; full-depth patch 2024-10-12; drain rehab 2024-09-09,
RD-00606,road,Segment D-606,41.679824,-87.880236,composite,94536,2025-08-03,3,10,83,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,mill and fill 2025-09-17,
RD-00607,road,Segment B-607,41.749899,-87.651088,composite,33482,2024-01-21,2,8,72,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near travel lane. Temporary patch applied this week.,seal coat 2025-05-24; drain rehab 2024-01-15,
RD-00608,road,Segment A-608,41.874526,-87.563025,concrete,58864,2026-02-09,5,13,51,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near shoulder edge. Temporary patch applied this week.,drain rehab 2024-06-01; mill and fill 2024-01-05,
RD-00609,road,Segment B-609,41.675043,-87.611851,concrete,76796,2024-11-14,6,17,72,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied last month.,drain rehab 2025-02-24,https://example.com/images/rd-00609_pothole.jpg
RD-00610,road,Segment B-610,42.047935,-87.933569,composite,51052,2025-01-06,5,10,66,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied this week.,full-depth patch 2025-12-30; mill and fill 2023-08-05; drain rehab 2024-04-18,
RD-00611,road,Segment A-611,41.685946,-87.65355,composite,88097,2024-11-07,5,18,54,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,mill and fill 2025-06-25,https://example.com/images/rd-00611_joint.jpg
RD-00612,road,Segment D-612,41.978125,-87.902481,concrete,83415,2025-06-09,3,13,99,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied last month.,drain rehab 2024-04-14; mill and fill 2026-01-02; seal coat 2024-06-26,https://example.com/images/rd-00612_washout.jpg
RD-00613,road,Segment B-613,42.048721,-87.933426,concrete,93077,2024-08-15,5,13,72,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied this week.,,
RD-00614,road,Segment B-614,41.642974,-87.592019,composite,76933,2024-02-20,5,19,59,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,full-depth patch 2023-09-30,https://example.com/images/rd-00614_drainage.jpg
RD-00615,road,Segment B-615,41.962153,-87.880143,composite,54992,2024-05-13,5,12,70,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied this week.",mill and fill 2025-08-25; seal coat 2025-11-05,https://example.com/images/rd-00615_washout.jpg
RD-00616,road,Segment C-616,42.020281,-87.835183,asphalt,7484,2025-04-01,2,8,59,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied last month.,seal coat 2023-09-01; seal coat 2025-01-18; seal coat 2024-01-10,https://example.com/images/rd-00616_joint.jpg
RD-00617,road,Segment B-617,41.816121,-87.627177,concrete,44917,2024-03-08,4,12,45,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,,
RD-00618,road,Segment C-618,42.003451,-87.524456,asphalt,69817,2026-01-08,5,13,77,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied this week.,mill and fill 2023-09-26; seal coat 2023-11-16,https://example.com/images/rd-00618_crack.jpg
RD-00619,road,Segment B-619,41.921371,-87.588336,asphalt,10146,2025-08-17,6,14,47,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,mill and fill 2025-04-22,
RD-00620,road,Segment B-620,41.813507,-87.618148,composite,5165,2025-07-27,3,3,86,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2025-12-21; full-depth patch 2025-04-02; drain rehab 2025-01-07,
RD-00621,road,Segment A-621,41.690448,-87.839254,concrete,38025,2026-01-16,5,12,86,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied this week.,seal coat 2023-12-16; drain rehab 2023-11-05; mill and fill 2023-07-20,https://example.com/images/rd-00621_joint.jpg
RD-00622,road,Segment B-622,41.788576,-87.560119,concrete,15735,2024-12-19,5,12,35,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied two weeks ago.",drain rehab 2023-07-07; drain rehab 2024-04-29; full-depth patch 2025-12-20,
RD-00623,road,Segment C-623,41.855203,-87.792919,composite,26810,2024-07-22,3,12,73,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied this week.,full-depth patch 2025-09-16; drain rehab 2024-08-11; seal coat 2025-09-07,
RD-00624,road,Segment A-624,41.978514,-87.902562,asphalt,28655,2025-02-06,2,14,50,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near travel lane. Temporary patch applied last month.",drain rehab 2025-12-01; mill and fill 2024-05-21; full-depth patch 2023-12-01,
RD-00625,road,Segment C-625,41.795416,-87.725395,composite,36247,2023-11-28,5,9,80,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near drain inlet area. Temporary patch applied last month.,seal coat 2026-01-13,
RD-00626,road,Segment B-626,41.71741,-87.862887,composite,92598,2025-09-14,4,14,65,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied last month.,,https://example.com/images/rd-00626_spalling.jpg
RD-00627,road,Segment C-627,41.912904,-87.849318,concrete,72145,2024-04-09,4,13,57,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2024-07-01; drain rehab 2024-05-28; full-depth patch 2025-11-05,
RD-00628,road,Segment C-628,41.881172,-87.600016,asphalt,9528,2026-01-20,6,12,48,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied last month.,full-depth patch 2023-12-07; mill and fill 2025-08-07,https://example.com/images/rd-00628_crack.jpg
RD-00629,road,Segment B-629,42.028368,-87.938566,composite,69366,2024-01-12,6,19,56,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,full-depth patch 2023-08-21; mill and fill 2025-11-04,
RD-00630,road,Segment D-630,42.042956,-87.779705,composite,18570,2025-11-16,3,14,64,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,mill and fill 2024-11-23,
RD-00631,road,Segment B-631,41.653498,-87.847871,asphalt,38413,2026-01-15,5,9,67,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,mill and fill 2024-11-22,
RD-00632,road,Segment B-632,41.812838,-87.666826,composite,69432,2025-04-06,5,15,56,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near shoulder edge. Temporary patch applied this week.,,
RD-00633,road,Segment C-633,41.774697,-87.592032,asphalt,52531,2024-01-27,3,8,86,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied this week.,,
RD-00634,road,Segment B-634,41.777524,-87.67775,composite,57947,2026-02-27,6,14,83,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,mill and fill 2024-06-25; seal coat 2025-11-15,
RD-00635,road,Segment A-635,41.720936,-87.537,composite,68674,2024-05-17,5,8,99,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied last month.,mill and fill 2025-06-09; seal coat 2024-06-27; mill and fill 2023-10-29,
