asset_id,asset_type,name,lat,lon,year_built,material,avg_daily_traffic,deck_rating,superstructure_rating,substructure_rating,last_inspection_date,inspection_notes,repair_history,images
BRG-0183,bridge,West Span 183,41.645316,-87.841923,2006,prestressed_concrete,62126,8,4,4,2025-05-25,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.",joint seal 2025-02-11,https://example.com/images/brg-0183_crack.jpg
BRG-0184,bridge,Central Span 184,41.868205,-87.894071,1982,prestressed_concrete,4479,3,4,8,2025-12-11,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,,https://example.com/images/brg-0184_drainage.jpg
BRG-0185,bridge,East Span 185,41.669881,-87.645697,2017,prestressed_concrete,60661,7,5,6,2025-05-26,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,,
BRG-0186,bridge,Central Span 186,41.729563,-87.626358,2017,composite,127480,4,9,6,2025-04-02,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,deck patch 2025-12-09; bearing maintenance 2024-01-09; drain clearing 2024-09-21,https://example.com/images/brg-0186_pothole.jpg|https://example.com/images/brg-0186_joint.jpg
BRG-0187,bridge,North Span 187,41.83959,-87.822533,1974,reinforced_concrete,86968,1,5,8,2025-05-29,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,,https://example.com/images/brg-0187_corrosion.jpg|https://example.com/images/brg-0187_washout.jpg
BRG-0188,bridge,North Span 188,41.860479,-87.647821,2005,reinforced_concrete,21905,9,5,5,2025-07-08,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,,
BRG-0189,bridge,East Span 189,42.013504,-87.774718,2007,prestressed_concrete,109023,5,5,5,2025-04-06,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,,https://example.com/images/brg-0189_joint.jpg|https://example.com/images/brg-0189_crack.jpg
BRG-0190,bridge,North Span 190,41.888692,-87.828947,2006,composite,102985,3,3,7,2025-07-01,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.",bearing maintenance 2022-08-10; bearing maintenance 2022-05-13; bearing maintenance 2026-02-06,https://example.com/images/brg-0190_spalling.jpg
BRG-0191,bridge,Central Span 191,41.860232,-87.542799,1989,steel,58064,5,1,5,2025-04-04,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,,https://example.com/images/brg-0191_corrosion.jpg
BRG-0192,bridge,North Span 192,41.989069,-87.549081,2009,reinforced_concrete,22174,7,5,6,2026-01-09,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,,https://example.com/images/brg-0192_crack.jpg
BRG-0193,bridge,Central Span 193,41.770292,-87.756222,1989,steel,42949,4,5,5,2026-02-26,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.",bearing maintenance 2024-02-23; bearing maintenance 2023-06-22,https://example.com/images/brg-0193_fatigue.jpg
BRG-0194,bridge,South Span 194,41.712066,-87.68915,1985,prestressed_concrete,39700,7,6,5,2025-02-18,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,joint seal 2022-11-25; drain clearing 2022-11-08; joint seal 2023-01-26,https://example.com/images/brg-0194_fatigue.jpg
BRG-0195,bridge,North Span 195,41.800924,-87.566682,1987,prestressed_concrete,38096,3,6,4,2025-03-26,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,deck patch 2023-06-14,https://example.com/images/brg-0195_corrosion.jpg
BRG-0196,bridge,West Span 196,41.791468,-87.931592,1976,reinforced_concrete,97699,7,2,8,2026-02-05,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,bearing maintenance 2024-09-07; deck patch 2024-01-19; drain clearing 2024-02-11,https://example.com/images/brg-0196_crack.jpg
BRG-0197,bridge,South Span 197,41.851712,-87.798254,1994,composite,130627,6,2,9,2025-07-18,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.",deck patch 2025-02-11,https://example.com/images/brg-0197_crack.jpg
BRG-0198,bridge,Central Span 198,41.972581,-87.64029,2011,steel,128518,5,3,6,2025-04-03,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,,
BRG-0199,bridge,South Span 199,42.005227,-87.886848,1971,prestressed_concrete,70701,7,4,2,2025-04-08,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,drain clearing 2025-03-16; drain clearing 2022-10-17,https://example.com/images/brg-0199_spalling.jpg|https://example.com/images/brg-0199_drainage.jpg
BRG-0200,bridge,North Span 200,42.018164,-87.693491,1958,steel,63244,8,5,6,2026-02-20,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,,
BRG-0201,bridge,North Span 201,41.678208,-87.666461,1950,steel,116114,4,5,7,2025-11-03,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,joint seal 2023-10-11; bearing maintenance 2023-06-27; joint seal 2024-07-28,https://example.com/images/brg-0201_washout.jpg
BRG-0202,bridge,Central Span 202,41.876975,-87.899334,1950,composite,101311,6,4,4,2025-09-20,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,bearing maintenance 2024-09-11; drain clearing 2022-12-30; bearing maintenance 2022-05-07,https://example.com/images/brg-0202_washout.jpg
BRG-0203,bridge,West Span 203,41.713275,-87.70959,2011,composite,69526,8,5,6,2025-12-20,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,deck patch 2025-08-07; drain clearing 2024-04-06; joint seal 2025-04-05,https://example.com/images/brg-0203_pothole.jpg|https://example.com/images/brg-0203_spalling.jpg
BRG-0204,bridge,North Span 204,41.676138,-87.83687,1997,reinforced_concrete,23981,4,3,4,2025-08-07,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,,https://example.com/images/brg-0204_spalling.jpg|https://example.com/images/brg-0204_fatigue.jpg
BRG-0205,bridge,Central Span 205,41.988733,-87.549774,2016,reinforced_concrete,77974,6,8,3,2025-04-20,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,joint seal 2024-08-12,
BRG-0206,bridge,East Span 206,41.852275,-87.633122,1958,reinforced_concrete,26636,5,2,5,2025-05-18,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,,https://example.com/images/brg-0206_fatigue.jpg|https://example.com/images/brg-0206_pothole.jpg
BRG-0207,bridge,South Span 207,41.806925,-87.90422,1959,reinforced_concrete,134902,4,9,7,2025-05-29,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,drain clearing 2024-10-18; drain clearing 2022-05-05; joint seal 2023-06-17,
BRG-0208,bridge,South Span 208,41.968066,-87.772657,1995,reinforced_concrete,5548,1,5,4,2025-10-04,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,deck patch 2023-06-29,https://example.com/images/brg-0208_drainage.jpg
BRG-0209,bridge,West Span 209,41.84459,-87.864143,1980,reinforced_concrete,72574,6,6,6,2025-12-11,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,joint seal 2023-02-16; drain clearing 2024-01-30,https://example.com/images/brg-0209_drainage.jpg
BRG-0210,bridge,West Span 210,42.043602,-87.556117,1985,steel,107301,8,6,8,2026-02-01,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,,https://example.com/images/brg-0210_spalling.jpg
BRG-0211,bridge,Central Span 211,41.92628,-87.75217,1951,reinforced_concrete,6098,5,4,7,2025-10-19,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,bearing maintenance 2024-02-10; drain clearing 2023-10-14; drain clearing 2024-01-28,https://example.com/images/brg-0211_drainage.jpg
BRG-0212,bridge,West Span 212,42.041502,-87.655015,1962,prestressed_concrete,73765,6,6,4,2025-08-17,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,deck patch 2023-10-19,https://example.com/images/brg-0212_joint.jpg
BRG-0213,bridge,East Span 213,41.742899,-87.580844,1956,prestressed_concrete,107438,6,6,6,2025-04-12,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,,
BRG-0214,bridge,Central Span 214,41.648132,-87.897868,1975,composite,48754,7,7,5,2025-09-15,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,bearing maintenance 2023-07-25; deck patch 2025-03-22,https://example.com/images/brg-0214_joint.jpg
BRG-0215,bridge,West Span 215,41.988049,-87.919322,1970,steel,93079,6,7,5,2025-04-04,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,drain clearing 2023-11-04; deck patch 2026-01-12; deck patch 2022-06-14,https://example.com/images/brg-0215_crack.jpg
BRG-0216,bridge,South Span 216,41.679177,-87.547179,2010,prestressed_concrete,17110,7,7,6,2026-01-17,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,,https://example.com/images/brg-0216_washout.jpg
BRG-0217,bridge,West Span 217,41.821696,-87.895643,2017,composite,47723,8,6,7,2025-06-30,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,,https://example.com/images/brg-0217_spalling.jpg
BRG-0218,bridge,South Span 218,41.854619,-87.675003,1989,prestressed_concrete,94008,4,4,6,2026-01-14,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,,
BRG-0219,bridge,South Span 219,41.757573,-87.719907,2012,prestressed_concrete,128060,4,8,6,2026-02-25,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,drain clearing 2024-10-05; drain clearing 2024-01-16,
BRG-0220,bridge,North Span 220,41.756718,-87.630541,1984,prestressed_concrete,111240,3,5,6,2025-12-21,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,drain clearing 2025-02-09; joint seal 2025-04-23,https://example.com/images/brg-0220_pothole.jpg
BRG-0221,bridge,South Span 221,41.75037,-87.642466,1951,prestressed_concrete,64029,6,5,6,2025-06-18,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,joint seal 2024-09-01,
BRG-0222,bridge,North Span 222,41.975073,-87.593852,1965,steel,68263,7,2,8,2025-10-25,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,deck patch 2023-07-06,https://example.com/images/brg-0222_drainage.jpg|https://example.com/images/brg-0222_spalling.jpg
BRG-0223,bridge,South Span 223,41.743858,-87.675436,1975,composite,97483,8,3,6,2025-04-10,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,joint seal 2023-12-11; joint seal 2025-12-04; drain clearing 2022-10-26,
BRG-0224,bridge,West Span 224,41.677475,-87.683983,1957,prestressed_concrete,18669,6,5,6,2025-05-30,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,bearing maintenance 2023-09-14; deck patch 2026-01-16; drain clearing 2024-02-26,https://example.com/images/brg-0224_fatigue.jpg
BRG-0225,bridge,Central Span 225,41.862521,-87.73926,1973,reinforced_concrete,94138,4,7,7,2025-05-21,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,bearing maintenance 2023-08-14; drain clearing 2025-02-14,
BRG-0226,bridge,South Span 226,41.771485,-87.922763,2018,steel,104578,4,6,8,2025-05-22,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,joint seal 2023-03-25,https://example.com/images/brg-0226_spalling.jpg
BRG-0227,bridge,West Span 227,41.722852,-87.741291,1962,steel,11340,2,4,5,2025-03-06,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,,https://example.com/images/brg-0227_pothole.jpg|https://example.com/images/brg-0227_corrosion.jpg
BRG-0228,bridge,South Span 228,41.831904,-87.675266,1996,reinforced_concrete,112039,4,7,3,2026-01-30,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,joint seal 2024-12-13; joint seal 2025-08-05,
BRG-0229,bridge,West Span 229,41.873711,-87.542574,2003,composite,30659,6,3,4,2025-07-25,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,deck patch 2023-03-03; drain clearing 2024-03-09,https://example.com/images/brg-0229_joint.jpg
BRG-0230,bridge,North Span 230,41.978724,-87.810916,1980,reinforced_concrete,59079,3,4,7,2025-10-21,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,,
BRG-0231,bridge,East Span 231,42.047299,-87.820208,1988,steel,61166,6,7,6,2025-10-10,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,deck patch 2024-09-04,https://example.com/images/brg-0231_corrosion.jpg
BRG-0232,bridge,North Span 232,41.8739,-87.705302,1977,prestressed_concrete,23237,1,5,3,2025-12-02,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,drain clearing 2025-09-21; bearing maintenance 2024-03-18; drain clearing 2025-06-27,https://example.com/images/brg-0232_pothole.jpg|https://example.com/images/brg-0232_washout.jpg
BRG-0233,bridge,West Span 233,41.854997,-87.812694,1969,composite,88676,4,5,8,2025-08-11,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,deck patch 2025-06-03; joint seal 2023-06-30,https://example.com/images/brg-0233_washout.jpg
BRG-0234,bridge,South Span 234,41.957268,-87.893939,1967,prestressed_concrete,129070,6,3,5,2025-04-01,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.",deck patch 2024-10-20; bearing maintenance 2023-10-02; joint seal 2025-07-13,
BRG-0235,bridge,East Span 235,41.781255,-87.668174,1989,steel,47369,8,5,7,2025-12-16,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,joint seal 2025-07-13,https://example.com/images/brg-0235_spalling.jpg
BRG-0236,bridge,East Span 236,41.780741,-87.604159,1989,reinforced_concrete,120980,5,4,6,2025-02-15,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.",drain clearing 2022-09-02; deck patch 2022-06-01,https://example.com/images/brg-0236_pothole.jpg
BRG-0237,bridge,North Span 237,41.664645,-87.863701,1984,steel,16915,1,6,8,2025-03-26,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,drain clearing 2024-11-12; joint seal 2024-05-23; joint seal 2025-02-12,
BRG-0238,bridge,South Span 238,41.741431,-87.722351,1992,steel,131432,6,4,6,2025-09-04,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,bearing maintenance 2025-10-25; bearing maintenance 2023-12-29; bearing maintenance 2024-11-24,
BRG-0239,bridge,East Span 239,41.939255,-87.726091,1979,reinforced_concrete,112401,5,6,9,2025-09-13,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,,https://example.com/images/brg-0239_spalling.jpg
BRG-0240,bridge,South Span 240,41.816326,-87.559129,1968,reinforced_concrete,44431,5,4,7,2025-02-25,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,drain clearing 2023-11-09; drain clearing 2022-08-04,https://example.com/images/brg-0240_crack.jpg
BRG-0241,bridge,East Span 241,41.650741,-87.526039,1984,composite,63532,4,4,6,2025-06-29,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,drain clearing 2023-07-04; deck patch 2025-01-29,https://example.com/images/brg-0241_pothole.jpg
BRG-0242,bridge,West Span 242,41.731247,-87.661324,1975,steel,56624,5,9,7,2025-07-19,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,drain clearing 2023-11-22,https://example.com/images/brg-0242_joint.jpg
BRG-0243,bridge,West Span 243,41.853466,-87.755808,1955,steel,67414,4,5,5,2025-06-09,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,bearing maintenance 2023-07-30; drain clearing 2024-07-06,https://example.com/images/brg-0243_spalling.jpg
BRG-0244,bridge,North Span 244,41.936285,-87.901336,1967,steel,106040,3,4,7,2025-11-29,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.",,https://example.com/images/brg-0244_spalling.jpg|https://example.com/images/brg-0244_crack.jpg
BRG-0245,bridge,South Span 245,41.929553,-87.677349,1960,steel,103686,5,0,5,2025-05-23,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,deck patch 2025-04-02; deck patch 2025-11-15; bearing maintenance 2024-06-05,https://example.com/images/brg-0245_fatigue.jpg
BRG-0246,bridge,West Span 246,42.008402,-87.537013,1950,composite,69351,5,7,6,2025-06-18,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,,
BRG-0247,bridge,West Span 247,41.672556,-87.691956,1981,prestressed_concrete,75905,4,4,6,2025-12-15,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,bearing maintenance 2024-04-21; joint seal 2025-07-20; deck patch 2025-04-04,https://example.com/images/brg-0247_spalling.jpg
BRG-0248,bridge,West Span 248,42.021907,-87.909956,1988,reinforced_concrete,87625,5,4,7,2026-01-25,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,,https://example.com/images/brg-0248_drainage.jpg
BRG-0249,bridge,North Span 249,41.92529,-87.686817,1963,steel,25982,3,5,9,2025-10-04,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,bearing maintenance 2025-06-08; drain clearing 2023-04-01; drain clearing 2023-05-27,https://example.com/images/brg-0249_corrosion.jpg|https://example.com/images/brg-0249_corrosion.jpg
BRG-0250,bridge,East Span 250,41.649835,-87.681052,1965,prestressed_concrete,57350,3,7,0,2025-08-01,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,joint seal 2022-07-28,https://example.com/images/brg-0250_drainage.jpg|https://example.com/images/brg-0250_drainage.jpg
BRG-0251,bridge,West Span 251,41.954483,-87.90105,1992,steel,92485,4,7,9,2025-11-21,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,deck patch 2023-06-18,https://example.com/images/brg-0251_joint.jpg
BRG-0252,bridge,East Span 252,41.982393,-87.821282,1990,steel,7906,5,6,8,2025-08-31,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,deck patch 2022-12-17; drain clearing 2025-02-10,https://example.com/images/brg-0252_drainage.jpg
BRG-0253,bridge,East Span 253,41.751314,-87.912677,1980,reinforced_concrete,100408,1,7,6,2026-01-02,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,drain clearing 2023-05-11,https://example.com/images/brg-0253_drainage.jpg
BRG-0254,bridge,South Span 254,41.955487,-87.907752,2016,prestressed_concrete,37791,7,5,6,2025-08-14,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,joint seal 2024-04-17; joint seal 2025-08-01; bearing maintenance 2026-01-13,https://example.com/images/brg-0254_corrosion.jpg
BRG-0255,bridge,East Span 255,41.753426,-87.812766,2006,composite,33841,5,6,9,2025-05-18,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,bearing maintenance 2025-05-15; bearing maintenance 2022-12-11,
BRG-0256,bridge,North Span 256,41.660798,-87.937533,1956,composite,30768,8,5,6,2025-08-12,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,joint seal 2023-07-21,https://example.com/images/brg-0256_fatigue.jpg
BRG-0257,bridge,South Span 257,41.767261,-87.6729,2009,prestressed_concrete,126350,5,6,7,2025-08-26,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,drain clearing 2023-06-06; joint seal 2023-07-01,
BRG-0258,bridge,West Span 258,41.954856,-87.690091,1966,prestressed_concrete,29983,3,3,7,2026-01-05,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,drain clearing 2024-10-28; deck patch 2023-02-02; drain clearing 2024-01-04,https://example.com/images/brg-0258_washout.jpg
BRG-0259,bridge,Central Span 259,41.863256,-87.848454,1959,prestressed_concrete,130567,7,7,5,2025-07-16,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,drain clearing 2024-04-29; joint seal 2025-08-27; deck patch 2022-11-27,https://example.com/images/brg-0259_spalling.jpg|https://example.com/images/brg-0259_fatigue.jpg
BRG-0260,bridge,North Span 260,41.799893,-87.701489,1975,prestressed_concrete,56912,6,5,4,2025-05-13,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,joint seal 2022-11-23; drain clearing 2025-06-12,https://example.com/images/brg-0260_pothole.jpg
BRG-0261,bridge,South Span 261,41.684976,-87.82865,1953,steel,64667,3,6,4,2025-08-05,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,deck patch 2025-02-08; drain clearing 2024-02-22,https://example.com/images/brg-0261_spalling.jpg
BRG-0262,bridge,West Span 262,41.669416,-87.943246,2012,steel,117487,3,6,5,2025-12-20,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,deck patch 2023-08-13; drain clearing 2023-01-25,
BRG-0263,bridge,Central Span 263,41.876955,-87.585874,1980,prestressed_concrete,134525,5,9,5,2026-02-09,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,,https://example.com/images/brg-0263_spalling.jpg
BRG-0264,bridge,North Span 264,41.830624,-87.916359,1961,prestressed_concrete,67285,5,2,6,2025-03-23,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,joint seal 2023-07-14; drain clearing 2022-12-11; bearing maintenance 2023-10-20,https://example.com/images/brg-0264_drainage.jpg
BRG-0265,bridge,East Span 265,41.938058,-87.707606,1957,reinforced_concrete,127036,3,4,5,2025-02-16,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,,https://example.com/images/brg-0265_drainage.jpg
BRG-0266,bridge,North Span 266,41.892477,-87.831657,1982,prestressed_concrete,6723,4,5,3,2025-05-02,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,bearing maintenance 2024-11-02,
BRG-0267,bridge,West Span 267,42.043469,-87.534041,1969,reinforced_concrete,133009,5,3,4,2025-02-22,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,joint seal 2022-07-24; joint seal 2025-11-13,
BRG-0268,bridge,Central Span 268,41.795718,-87.646589,2010,composite,71845,7,7,8,2026-02-22,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,joint seal 2025-08-13; bearing maintenance 2023-09-28; bearing maintenance 2024-04-13,
BRG-0269,bridge,Central Span 269,41.829055,-87.659625,1980,reinforced_concrete,54098,3,5,7,2026-02-23,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,joint seal 2023-08-30; deck patch 2024-07-28; deck patch 2025-12-21,
BRG-0270,bridge,West Span 270,42.0297,-87.675624,1965,prestressed_concrete,25645,5,6,5,2025-03-29,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,,https://example.com/images/brg-0270_crack.jpg
BRG-0271,bridge,West Span 271,41.955437,-87.652345,1991,reinforced_concrete,70459,6,6,6,2025-09-11,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,deck patch 2022-09-28; deck patch 2022-07-18,
BRG-0272,bridge,East Span 272,41.891726,-87.904313,2006,composite,70894,4,6,6,2025-05-12,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,joint seal 2025-12-13,
